Image;Emotion;Trajectory
awe_0580;P;<673.0,1344.0,0.0>,<670.0,1337.0,74.0>,<660.2709,1312.1772,89.0>,<653.9575,1288.8301,100.0>,<647.96704,1261.8352,111.0>,<642.024,1230.8027,122.0>,<635.0111,1186.1002,133.0>,<629.6895,1134.6185,145.0>,<628.0,1087.5413,156.0>,<628.6431,1046.78,167.0>,<631.96606,1013.16956,178.0>,<635.0,989.3557,189.0>,<637.6301,968.32874,200.0>,<641.2621,952.9518,211.0>,<646.8776,936.9929,222.0>,<654.1226,921.2528,233.0>,<656.0,919.0,236.0>,<656.0,919.0,241.0>,
awe_0868;P;<715.0,1406.0,0.0>,<713.0,1401.0,81.0>,<704.9212,1382.4565,96.0>,<697.22894,1367.4579,107.0>,<688.5487,1349.0974,118.0>,<679.1395,1330.279,129.0>,<669.63135,1306.8942,140.0>,<660.66223,1281.8177,152.0>,<652.69635,1253.3613,163.0>,<645.26605,1222.7523,174.0>,<639.2769,1193.959,185.0>,<635.41547,1166.9856,196.0>,<633.0,1144.0483,207.0>,<631.41956,1124.7759,218.0>,<631.0,1107.2448,230.0>,<630.4043,1092.8301,241.0>,<630.58344,1079.4994,252.0>,<631.0,1065.8789,263.0>,<631.5984,1053.4098,274.0>,<633.5999,1041.4006,285.0>,<637.22064,1028.3381,296.0>,<641.6063,1014.1494,307.0>,<642.0,1011.0,310.0>,<642.0,1011.0,315.0>,
awe_0841;P;<715.0,1462.0,0.0>,<701.0,1438.0,42.0>,<683.42236,1406.4481,48.0>,<659.8726,1349.3915,59.0>,<647.1573,1296.0945,71.0>,<638.62616,1220.584,82.0>,<637.6866,1163.4619,93.0>,<639.6858,1117.6554,104.0>,<642.33466,1084.3229,115.0>,<646.3227,1054.0797,126.0>,<651.0184,1026.2538,137.0>,<655.3507,1000.5449,148.0>,<660.98724,975.05115,159.0>,<666.9408,952.88367,171.0>,<672.90515,934.28455,182.0>,<678.9028,918.9259,193.0>,<688.76215,905.2379,204.0>,<691.0,903.0,206.0>,<691.0,903.0,211.0>,
fear_0923;N;<708.0,1508.0,0.0>,<691.0,1469.0,41.0>,<678.1345,1436.0304,48.0>,<656.91876,1367.1886,59.0>,<638.9247,1298.5984,70.0>,<627.94214,1195.6444,81.0>,<630.0521,1101.0063,92.0>,<639.05975,1035.0245,103.0>,<651.65466,981.70605,114.0>,<665.35455,940.9523,125.0>,<681.3908,914.58765,137.0>,<692.0,900.0,144.0>,<692.0,900.0,150.0>,
excitement_0224;P;<719.0,1512.0,0.0>,<699.0,1480.0,41.0>,<681.34064,1441.6543,56.0>,<663.72284,1393.5825,67.0>,<647.3378,1342.317,78.0>,<632.8016,1277.308,90.0>,<628.0,1222.0205,101.0>,<627.3702,1178.6129,112.0>,<630.34595,1135.8676,123.0>,<633.6731,1095.8647,134.0>,<638.3269,1060.3845,145.0>,<644.319,1032.086,156.0>,<649.9555,1011.48157,167.0>,<656.25415,994.4442,178.0>,<658.0,992.0,180.0>,<658.0,992.0,186.0>,
disgust_0768;N;<732.0,1506.0,0.0>,<726.0,1494.0,61.0>,<719.92737,1476.9967,68.0>,<710.88513,1452.3412,79.0>,<697.2559,1421.5118,90.0>,<683.87225,1392.3685,101.0>,<671.877,1363.6926,112.0>,<662.2907,1333.8402,123.0>,<654.22235,1302.5837,134.0>,<647.33966,1270.6935,145.0>,<640.6949,1233.6014,157.0>,<638.34534,1200.1796,168.0>,<638.0,1171.8508,179.0>,<639.65436,1143.8392,190.0>,<642.2796,1115.0426,201.0>,<646.91064,1088.0836,212.0>,<654.8709,1061.2582,223.0>,<657.0,1057.0,225.0>,<657.0,1057.0,231.0>,
fear_0909;N;<731.0,1509.0,0.0>,<723.0,1486.0,41.0>,<708.6412,1434.9692,56.0>,<695.2297,1371.1483,67.0>,<684.4864,1303.3773,78.0>,<679.68713,1223.5751,89.0>,<681.352,1171.4523,101.0>,<686.7383,1129.9932,112.0>,<691.3478,1100.5656,123.0>,<696.6766,1073.3011,134.0>,<701.0,1056.0,141.0>,<701.0,1056.0,147.0>,
anger_0814;N;<708.0,1431.0,0.0>,<704.0,1417.0,38.0>,<695.7285,1374.6427,48.0>,<684.7031,1307.2186,59.0>,<678.27527,1227.5607,70.0>,<679.87396,1142.8236,81.0>,<690.04834,1066.4795,92.0>,<699.1294,1031.1921,103.0>,<703.40515,1015.0819,114.0>,<707.3955,1005.209,126.0>,<710.3943,996.5143,137.0>,<715.0975,986.5043,148.0>,<719.0,979.0,155.0>,<719.0,979.0,160.0>,
fear_0918;N;<713.0,1467.0,0.0>,<701.0,1428.0,33.0>,<682.1079,1320.2953,48.0>,<679.0,1229.4485,59.0>,<684.5336,1166.731,70.0>,<696.2151,1095.2222,81.0>,<705.5057,1055.0808,92.0>,<712.07275,1021.6361,103.0>,<719.7581,997.41516,114.0>,<724.3608,975.19604,126.0>,<733.7215,960.557,137.0>,<739.3136,947.71606,148.0>,<742.3162,940.02563,159.0>,<745.6462,934.0614,170.0>,<748.65076,929.6985,181.0>,<752.3078,925.0383,192.0>,<756.288,919.71204,203.0>,<757.0,919.0,205.0>,<757.0,919.0,211.0>,
awe_0593;P;<730.0,1526.0,0.0>,<711.0,1486.0,32.0>,<687.8281,1411.0895,47.0>,<669.33466,1340.714,58.0>,<664.62,1280.0204,70.0>,<666.7815,1196.4895,81.0>,<676.3978,1134.972,92.0>,<687.3723,1082.1385,103.0>,<697.32007,1040.3837,114.0>,<705.6624,1004.35046,125.0>,<712.9459,974.91907,136.0>,<723.1492,950.5635,147.0>,<734.5456,931.5453,158.0>,<740.4654,917.302,170.0>,<745.83954,907.54724,181.0>,<751.8576,899.14246,192.0>,<756.20795,892.5841,203.0>,<761.224,886.16394,214.0>,<766.8063,880.1937,225.0>,<772.208,872.584,236.0>,<776.7709,866.81946,247.0>,<778.0,866.0,250.0>,<778.0,866.0,255.0>,
amusement_0748;P;<731.0,1451.0,0.0>,<727.0,1410.0,43.0>,<723.36774,1379.7311,50.0>,<718.9638,1331.923,61.0>,<716.0,1254.4385,72.0>,<722.6363,1168.1953,83.0>,<742.435,1087.9392,94.0>,<754.30383,1034.4808,105.0>,<765.3145,989.7418,117.0>,<774.9298,953.2106,128.0>,<789.9843,923.69104,139.0>,<806.0,909.0,146.0>,<806.0,909.0,152.0>,
disgust_0879;N;<774.0,1544.0,0.0>,<765.0,1523.0,58.0>,<744.3345,1457.6708,76.0>,<734.3618,1401.2135,87.0>,<726.63794,1334.4829,98.0>,<725.0,1266.0768,109.0>,<727.3515,1207.0514,120.0>,<734.0356,1145.9656,131.0>,<746.72675,1090.4692,143.0>,<759.9679,1047.1124,154.0>,<771.3517,1006.26355,165.0>,<782.37604,969.5215,176.0>,<793.0078,936.98047,187.0>,<806.0244,906.6096,198.0>,<817.9831,881.0338,209.0>,<829.3129,861.0366,221.0>,<840.31024,845.3657,232.0>,<850.3344,832.99866,243.0>,<859.29443,823.3645,254.0>,<867.7214,813.59827,265.0>,<874.6552,805.34485,276.0>,<882.019,798.3081,287.0>,<891.3878,793.6449,298.0>,<893.0,793.0,300.0>,<893.0,793.0,306.0>,
excitement_0208;P;<699.0,1421.0,0.0>,<677.0,1384.0,41.0>,<665.378,1354.3229,48.0>,<649.2157,1296.532,59.0>,<644.60486,1239.795,70.0>,<645.114,1161.5177,81.0>,<653.3699,1095.8029,92.0>,<669.1364,1045.6362,103.0>,<685.7202,1000.8395,115.0>,<700.5451,961.6111,126.0>,<713.61993,930.76013,137.0>,<727.48987,907.58594,148.0>,<740.80817,889.9225,159.0>,<752.7642,875.6084,170.0>,<762.1515,861.5879,181.0>,<772.1665,848.2002,192.0>,<782.1243,838.5005,203.0>,<792.7919,831.1041,215.0>,<795.0,830.0,217.0>,<795.0,830.0,222.0>,
awe_0846;P;<732.0,1498.0,0.0>,<710.0,1456.0,41.0>,<694.55054,1404.5966,56.0>,<681.3038,1335.4585,67.0>,<673.2384,1255.0277,78.0>,<676.09235,1148.1278,89.0>,<688.8399,1065.2574,101.0>,<705.846,1010.8849,112.0>,<726.3435,967.3157,123.0>,<741.39307,934.1422,134.0>,<754.6555,908.01904,145.0>,<767.3731,887.92847,156.0>,<777.61115,873.08325,167.0>,<786.6498,860.02527,178.0>,<794.953,851.047,189.0>,<801.6341,845.683,201.0>,<811.2551,843.349,212.0>,<813.0,843.0,214.0>,<813.0,843.0,219.0>,
anger_0824;N;<742.0,1545.0,0.0>,<734.0,1528.0,66.0>,<716.81866,1476.0924,78.0>,<694.99695,1392.887,90.0>,<682.6413,1304.75,101.0>,<682.0044,1212.2656,112.0>,<691.3382,1147.9738,123.0>,<702.28424,1100.5493,134.0>,<711.6085,1061.2616,145.0>,<718.937,1027.6692,156.0>,<725.9148,1000.3408,167.0>,<733.459,980.46716,178.0>,<740.8397,963.7074,190.0>,<747.8377,949.71204,201.0>,<753.8738,939.8771,212.0>,<759.8212,933.1787,223.0>,<764.83514,927.1649,234.0>,<769.2013,922.7987,245.0>,<773.0,921.0,253.0>,<773.0,921.0,258.0>,
excitement_0263;P;<708.0,1602.0,0.0>,<703.0,1586.0,52.0>,<698.2723,1565.9072,59.0>,<687.1297,1530.6062,70.0>,<671.5712,1467.5706,81.0>,<658.01416,1382.4417,92.0>,<652.675,1294.7014,103.0>,<658.34265,1227.2031,114.0>,<667.94543,1173.9032,125.0>,<680.92883,1125.9396,137.0>,<692.87115,1085.3866,148.0>,<703.8034,1051.2236,159.0>,<716.4018,1021.1964,170.0>,<728.70447,994.59106,181.0>,<740.7181,971.1835,192.0>,<751.67554,949.2615,203.0>,<762.0463,930.12585,214.0>,<771.9891,915.8153,225.0>,<781.3547,904.05664,237.0>,<790.9139,894.0862,248.0>,<800.59283,884.60474,259.0>,<809.0,880.0,267.0>,<809.0,880.0,272.0>,
anger_0001;N;<748.0,1496.0,0.0>,<739.0,1484.0,47.0>,<722.6666,1439.8094,59.0>,<712.81647,1379.3208,70.0>,<701.55835,1272.3888,81.0>,<697.0,1160.3008,92.0>,<702.72424,1077.1198,103.0>,<712.39105,1011.3319,114.0>,<723.33496,960.9923,126.0>,<739.263,920.81604,137.0>,<750.0,898.0,144.0>,<750.0,898.0,150.0>,
disgust_0809;N;<623.0,1495.0,0.0>,<615.0,1465.0,52.0>,<610.1042,1435.6251,59.0>,<605.1608,1379.8983,70.0>,<600.70184,1283.0989,81.0>,<613.717,1161.8027,92.0>,<642.8255,1038.263,103.0>,<676.92255,959.4723,115.0>,<704.1869,904.6262,126.0>,<723.31366,865.0442,137.0>,<745.4181,837.5819,148.0>,<765.6294,818.03357,159.0>,<784.61945,801.0425,170.0>,<800.971,783.35583,181.0>,<816.5628,771.089,192.0>,<831.48517,761.437,203.0>,<845.8507,752.39966,215.0>,<860.3543,746.9874,226.0>,<868.3251,741.33496,237.0>,<877.0,742.0,244.0>,<877.0,742.0,250.0>,
excitement_0183;P;<847.0,1352.0,0.0>,<845.0,1350.0,108.0>,<839.67426,1339.0227,122.0>,<833.4721,1322.0483,134.0>,<821.9385,1290.7135,145.0>,<807.13654,1242.2582,156.0>,<796.40704,1187.201,167.0>,<791.3551,1127.6523,178.0>,<793.24536,1071.3011,189.0>,<798.5447,1031.9128,200.0>,<805.3889,995.84705,211.0>,<815.1064,961.0596,222.0>,<825.0573,925.99365,234.0>,<836.647,890.667,245.0>,<849.1558,859.0946,256.0>,<861.0623,831.03796,267.0>,<874.1314,809.098,278.0>,<887.5024,791.3301,289.0>,<897.88544,776.9603,300.0>,<906.3362,765.6638,311.0>,<914.2527,757.3105,322.0>,<920.69946,749.734,334.0>,<928.7561,742.8975,345.0>,<931.0,742.0,347.0>,<931.0,742.0,353.0>,
fear_0699;N;<470.0,1548.0,0.0>,<470.0,1541.0,94.0>,<471.69427,1526.7515,103.0>,<472.6926,1504.6888,114.0>,<473.6624,1466.4393,125.0>,<475.6593,1412.5396,136.0>,<478.29935,1350.9111,148.0>,<486.90875,1276.9417,159.0>,<505.28177,1194.6064,170.0>,<527.99896,1137.457,181.0>,<549.749,1086.6613,192.0>,<573.12524,1040.9371,203.0>,<597.0881,1000.1865,214.0>,<621.4635,961.0918,225.0>,<648.9229,926.3794,236.0>,<674.74304,894.0093,248.0>,<699.58374,866.41626,259.0>,<722.45996,843.994,270.0>,<741.3093,823.6134,281.0>,<757.36316,804.63684,292.0>,<772.22406,790.30396,303.0>,<784.0,783.0,311.0>,<784.0,783.0,317.0>,
fear_0971;N;<697.0,1442.0,0.0>,<691.0,1406.0,33.0>,<679.5779,1346.5148,48.0>,<665.51605,1292.2762,59.0>,<660.26935,1243.1067,70.0>,<662.05054,1174.4944,81.0>,<666.39636,1116.4506,92.0>,<675.00824,1058.2948,103.0>,<686.31976,1002.7372,114.0>,<697.3097,956.4231,125.0>,<707.26605,922.5486,136.0>,<718.47437,895.9689,148.0>,<732.93036,873.79443,159.0>,<745.7317,853.7805,170.0>,<760.0699,835.93005,181.0>,<763.0,833.0,183.0>,<763.0,833.0,189.0>,
disgust_0807;N;<737.0,1507.0,0.0>,<730.0,1495.0,46.0>,<717.9839,1463.7485,58.0>,<711.56946,1429.5334,69.0>,<702.57776,1368.7286,81.0>,<695.63855,1301.2594,92.0>,<692.32495,1244.4233,103.0>,<693.3344,1188.318,114.0>,<695.66064,1136.4834,125.0>,<700.624,1088.912,136.0>,<705.653,1046.5927,147.0>,<711.5732,1012.70715,158.0>,<717.90656,978.19617,169.0>,<726.6939,947.76526,181.0>,<740.3578,919.2844,192.0>,<754.2635,892.08215,203.0>,<766.58765,868.4226,214.0>,<776.99774,849.2036,225.0>,<785.3725,834.4413,236.0>,<792.17596,822.47205,247.0>,<797.16534,811.6693,258.0>,<801.1464,803.2804,269.0>,<805.6955,797.8696,281.0>,<810.7022,794.4326,292.0>,<815.1065,792.4468,303.0>,<819.0,792.0,311.0>,<819.0,792.0,316.0>,
disgust_0780;N;<585.0,1471.0,0.0>,<583.0,1463.0,55.0>,<579.5766,1439.6714,67.0>,<577.5967,1414.5636,78.0>,<575.30493,1356.672,89.0>,<577.37006,1287.0243,100.0>,<585.37274,1215.7162,112.0>,<599.62616,1146.4712,123.0>,<620.2915,1086.4482,134.0>,<634.53613,1045.0397,145.0>,<648.16437,1007.3801,156.0>,<664.15924,975.3264,167.0>,<681.07635,946.11646,178.0>,<696.34644,921.1699,189.0>,<708.6202,901.5697,200.0>,<720.3395,884.6605,212.0>,<732.10944,871.2687,223.0>,<743.03455,860.3585,234.0>,<752.93945,850.06055,245.0>,<763.06335,841.5493,256.0>,<773.99146,834.2051,267.0>,<782.0,830.0,275.0>,<782.0,830.0,280.0>,
amusement_0538;P;<660.0,1484.0,0.0>,<655.0,1449.0,52.0>,<647.7647,1388.7062,59.0>,<643.58795,1303.05,70.0>,<646.7728,1190.18,81.0>,<662.59674,1088.5411,92.0>,<687.7729,1009.3806,103.0>,<705.07965,956.46313,114.0>,<724.9843,915.36646,126.0>,<749.745,884.255,137.0>,<754.0,880.0,139.0>,<754.0,880.0,144.0>,
excitement_0229;P;<751.0,1485.0,0.0>,<747.0,1473.0,80.0>,<738.59393,1446.4193,90.0>,<726.8572,1407.1907,101.0>,<714.0074,1363.6951,112.0>,<706.00366,1313.0328,123.0>,<701.3416,1263.8324,134.0>,<699.3447,1224.5496,145.0>,<698.6455,1189.0262,156.0>,<701.0,1156.9083,168.0>,<702.27527,1124.7981,179.0>,<704.25494,1096.8428,190.0>,<707.23267,1069.3712,201.0>,<710.602,1042.174,212.0>,<715.2182,1017.6907,223.0>,<720.21484,994.7108,234.0>,<725.1967,972.0166,245.0>,<730.3814,951.64185,256.0>,<738.3345,934.33105,268.0>,<745.7408,918.3578,279.0>,<751.153,903.3878,290.0>,<756.16394,889.92615,301.0>,<760.1394,877.5818,312.0>,<764.146,867.708,323.0>,<768.67725,858.7637,334.0>,<773.6686,851.77527,345.0>,<778.1202,845.3197,356.0>,<782.12164,840.8784,368.0>,<785.1033,837.44836,379.0>,<789.0,837.0,387.0>,<789.0,837.0,392.0>,
excitement_0170;P;<715.0,1472.0,0.0>,<714.0,1466.0,86.0>,<710.3126,1448.1885,101.0>,<707.3339,1433.6711,112.0>,<705.34015,1415.4015,123.0>,<703.3511,1395.5106,134.0>,<701.3583,1374.9412,145.0>,<700.0,1352.9045,156.0>,<699.0,1331.0228,167.0>,<698.3829,1309.8286,178.0>,<697.34924,1291.1431,190.0>,<697.0,1274.8984,201.0>,<697.6347,1257.9222,212.0>,<698.0,1240.5566,223.0>,<698.63416,1222.2925,234.0>,<700.6267,1202.1062,245.0>,<702.0,1181.694,256.0>,<703.5961,1162.6346,267.0>,<704.0,1145.5189,278.0>,<705.0,1128.5647,290.0>,<706.22046,1110.508,301.0>,<711.8081,1094.1785,312.0>,<714.593,1078.2557,323.0>,<718.1857,1062.85,334.0>,<722.80817,1048.7809,345.0>,<726.17523,1035.4744,356.0>,<728.56726,1024.1637,367.0>,<730.56573,1014.17114,378.0>,<732.58417,1005.6632,390.0>,<734.56995,998.72034,401.0>,<736.0,992.3059,412.0>,<738.5585,985.3246,423.0>,<742.11566,979.32654,434.0>,<749.7909,973.32544,445.0>,<752.0,972.0,448.0>,<752.0,972.0,453.0>,
excitement_0250;P;<758.0,1514.0,0.0>,<748.0,1488.0,41.0>,<734.2567,1432.8763,56.0>,<723.8434,1365.7108,67.0>,<718.8909,1293.958,78.0>,<721.4208,1208.6337,89.0>,<733.33594,1139.6533,100.0>,<742.6723,1092.6344,111.0>,<752.27795,1049.2327,123.0>,<764.5886,1011.2007,134.0>,<777.86554,979.0476,145.0>,<791.47906,955.6013,156.0>,<805.4309,937.93604,167.0>,<818.395,921.97705,178.0>,<828.0,913.0,186.0>,<828.0,913.0,191.0>,
amusement_0725;P;<773.0,1562.0,0.0>,<757.0,1522.0,49.0>,<742.90204,1448.2164,64.0>,<734.1297,1351.034,75.0>,<734.3719,1239.9259,86.0>,<743.8165,1107.7152,97.0>,<761.0381,1012.49304,108.0>,<774.6815,966.6305,120.0>,<788.9651,939.0465,131.0>,<805.9771,922.3601,142.0>,<816.0,916.0,149.0>,<816.0,916.0,155.0>,
excitement_0164;P;<767.0,1531.0,0.0>,<743.0,1488.0,40.0>,<719.43396,1417.9098,55.0>,<704.75146,1344.3008,66.0>,<701.60956,1278.7147,78.0>,<702.3764,1190.0962,89.0>,<708.0199,1128.494,100.0>,<718.39984,1081.0406,111.0>,<727.31726,1042.0577,122.0>,<733.986,1009.40796,133.0>,<740.2931,984.24146,144.0>,<745.58496,963.18384,155.0>,<751.9116,947.53955,166.0>,<756.2606,931.5879,178.0>,<760.8936,921.844,189.0>,<766.2372,913.52563,200.0>,<773.4272,907.7864,211.0>,<782.44604,902.777,222.0>,<790.4159,897.1881,233.0>,<798.4,890.6,244.0>,<806.38544,884.21094,255.0>,<808.0,883.0,258.0>,<808.0,883.0,263.0>,
fear_0931;N;<745.0,1495.0,0.0>,<738.0,1476.0,44.0>,<730.86,1455.77,50.0>,<724.2451,1431.6692,61.0>,<718.6283,1406.4554,72.0>,<716.0,1383.8684,84.0>,<716.0,1362.7345,95.0>,<714.33636,1342.3634,106.0>,<713.0,1321.1816,117.0>,<713.0,1294.9686,128.0>,<714.0,1265.2406,139.0>,<715.0,1233.6622,150.0>,<716.6448,1201.039,161.0>,<723.4591,1165.8077,172.0>,<730.4911,1134.0356,184.0>,<737.84985,1104.6007,195.0>,<743.8337,1081.2765,206.0>,<749.186,1060.4772,217.0>,<753.8179,1040.5464,228.0>,<759.7616,1022.1279,239.0>,<765.1571,1002.79285,250.0>,<771.71893,983.84314,261.0>,<779.2756,965.8799,272.0>,<788.2828,950.43445,284.0>,<797.2843,937.5736,295.0>,<804.27014,926.16235,306.0>,<810.6541,916.79456,317.0>,<816.09467,907.81067,328.0>,<820.09894,899.8021,339.0>,<824.02875,892.4569,350.0>,<828.0747,885.38794,361.0>,<832.0507,877.89856,372.0>,<837.5949,869.8734,384.0>,<845.1143,862.8856,395.0>,<854.58966,857.9641,406.0>,<864.5992,853.9603,417.0>,<874.60187,849.9592,428.0>,<881.0,848.0,436.0>,<881.0,848.0,442.0>,
anger_0271;N;<733.0,1526.0,0.0>,<730.0,1520.0,72.0>,<725.947,1509.2097,81.0>,<720.92914,1492.7874,92.0>,<716.6416,1471.5288,104.0>,<711.64044,1447.1628,115.0>,<707.6729,1417.3834,126.0>,<703.6679,1375.6827,137.0>,<700.34436,1324.6093,148.0>,<700.0,1278.2363,159.0>,<701.64075,1234.5448,170.0>,<703.0,1195.0509,181.0>,<705.64,1163.4001,192.0>,<709.6213,1137.5444,204.0>,<715.5227,1112.6932,215.0>,<723.39856,1093.6033,226.0>,<730.78125,1077.8438,237.0>,<736.8472,1063.074,248.0>,<742.77563,1048.8569,259.0>,<747.7378,1032.7865,270.0>,<754.3235,1015.7721,281.0>,<762.8595,998.4248,292.0>,<774.41345,981.87976,304.0>,<787.9563,963.34814,315.0>,<801.8817,941.90015,326.0>,<820.44934,919.00574,337.0>,<839.3497,898.6504,348.0>,<858.86694,880.6738,359.0>,<875.2523,865.2792,370.0>,<891.2941,851.2427,381.0>,<904.6452,837.35486,392.0>,<918.2403,824.34985,404.0>,<933.20966,812.8428,415.0>,<948.3007,802.312,426.0>,<962.1669,790.8331,437.0>,<972.0874,777.8689,448.0>,<974.0,775.0,451.0>,<974.0,775.0,456.0>,
excitement_0254;P;<729.0,1502.0,0.0>,<726.0,1491.0,47.0>,<718.32007,1466.7335,59.0>,<716.3071,1456.1499,70.0>,<715.0,1442.2229,82.0>,<713.3213,1427.5702,93.0>,<711.3173,1411.5387,104.0>,<709.3214,1393.8925,115.0>,<707.3471,1373.818,126.0>,<707.0,1352.8545,137.0>,<706.0,1332.4047,148.0>,<706.0,1313.8293,159.0>,<705.37274,1297.609,170.0>,<704.37177,1283.6023,182.0>,<704.0,1269.4878,193.0>,<705.62787,1253.977,204.0>,<706.6078,1237.1375,215.0>,<707.5913,1222.2697,226.0>,<708.62115,1207.0309,237.0>,<710.5988,1189.6105,248.0>,<714.7734,1171.6799,259.0>,<719.5778,1155.3774,270.0>,<718.4024,1139.8167,282.0>,<720.1595,1124.9418,293.0>,<724.72406,1108.4026,304.0>,<730.13007,1094.0448,315.0>,<734.10236,1081.1417,326.0>,<739.14984,1068.5505,337.0>,<743.6621,1055.6758,348.0>,<749.6433,1042.7134,359.0>,<754.0645,1030.2743,370.0>,<757.5276,1016.8346,382.0>,<760.0422,1005.39465,393.0>,<763.046,995.90796,404.0>,<767.58545,989.41455,415.0>,<774.38495,984.615,426.0>,<780.0073,978.9927,437.0>,<784.962,973.557,448.0>,<788.9606,967.07886,459.0>,<794.41644,959.11145,470.0>,<800.3738,950.16833,482.0>,<806.689,940.8887,493.0>,<813.854,930.6825,504.0>,<820.3805,921.6195,515.0>,<826.348,914.652,526.0>,<831.8784,909.6824,537.0>,<841.013,907.0,548.0>,<845.0,907.0,551.0>,<845.0,907.0,557.0>,
excitement_0179;P;<766.0,1507.0,0.0>,<764.0,1501.0,97.0>,<761.6608,1491.313,106.0>,<757.65015,1478.2755,117.0>,<752.65344,1463.287,128.0>,<749.3287,1448.6294,140.0>,<747.3292,1433.3043,151.0>,<746.0,1419.9784,162.0>,<742.6524,1406.9572,173.0>,<739.3269,1395.6345,184.0>,<737.3269,1385.6345,195.0>,<735.3326,1375.6627,206.0>,<734.0,1365.6204,218.0>,<734.6724,1357.3103,229.0>,<736.0,1349.2458,240.0>,<736.0,1341.2878,251.0>,<735.3222,1334.2888,262.0>,<734.0,1326.2657,273.0>,<733.0,1317.2876,285.0>,<733.32513,1308.6256,296.0>,<733.0,1299.6101,307.0>,<734.0,1289.6665,318.0>,<735.6805,1277.2366,329.0>,<736.0,1262.5233,340.0>,<737.6725,1244.9476,351.0>,<739.68085,1225.8724,362.0>,<741.69745,1203.6309,374.0>,<746.02026,1177.5723,385.0>,<751.7358,1150.4249,396.0>,<758.08246,1122.976,407.0>,<764.0274,1096.2147,418.0>,<771.4414,1070.7406,429.0>,<782.3872,1046.8707,440.0>,<793.7593,1025.201,452.0>,<808.31934,1006.01575,463.0>,<818.0,994.0,470.0>,<818.0,994.0,476.0>,
anger_0823;N;<768.0,1589.0,0.0>,<765.0,1584.0,53.0>,<762.5919,1579.1838,59.0>,<762.0,1573.1815,70.0>,<761.3179,1563.9072,82.0>,<760.323,1551.9379,93.0>,<757.6348,1537.5393,104.0>,<754.3296,1519.9664,115.0>,<751.0153,1499.7229,126.0>,<745.00684,1477.0275,137.0>,<739.0304,1453.7782,148.0>,<734.01355,1431.7164,159.0>,<729.7088,1413.1895,170.0>,<727.3651,1396.9207,182.0>,<726.0,1380.9631,193.0>,<726.0,1365.0906,204.0>,<726.0,1349.1011,215.0>,<725.0,1332.1436,226.0>,<725.0,1314.0166,237.0>,<727.1925,1295.6338,248.0>,<727.4135,1277.7217,259.0>,<726.5891,1259.698,270.0>,<728.1411,1241.865,282.0>,<731.1487,1223.831,293.0>,<734.1851,1203.4819,304.0>,<738.11505,1181.8671,315.0>,<743.68713,1157.6892,326.0>,<750.6553,1131.2754,337.0>,<758.1598,1102.9807,348.0>,<767.1543,1077.6914,359.0>,<777.0,1060.0,368.0>,<777.0,1060.0,373.0>,
awe_0852;P;<736.0,1521.0,0.0>,<734.0,1514.0,75.0>,<727.61145,1489.0574,90.0>,<723.6389,1467.8334,101.0>,<720.3248,1442.5479,112.0>,<717.6678,1414.0082,123.0>,<716.0,1382.3387,134.0>,<715.0,1349.887,145.0>,<714.0,1318.0372,156.0>,<714.0,1288.9008,167.0>,<715.6588,1259.7766,179.0>,<719.2623,1233.7947,190.0>,<726.1375,1207.2148,201.0>,<736.1632,1179.143,212.0>,<746.0615,1150.4279,223.0>,<755.44476,1121.4434,234.0>,<763.4274,1096.7178,245.0>,<771.3572,1075.107,256.0>,<779.45935,1056.3876,267.0>,<791.0,1045.0,275.0>,<791.0,1045.0,281.0>,
amusement_0744;P;<776.0,1563.0,0.0>,<775.0,1559.0,91.0>,<773.3859,1549.3157,100.0>,<772.3287,1534.6293,111.0>,<771.0,1515.8829,123.0>,<768.332,1480.6348,134.0>,<763.6944,1432.6802,145.0>,<759.69946,1377.7926,156.0>,<759.6459,1320.269,167.0>,<761.9252,1263.032,178.0>,<767.2615,1221.016,189.0>,<771.8799,1189.2273,200.0>,<775.0,1169.0,208.0>,<775.0,1169.0,213.0>,
excitement_0251;P;<766.0,1547.0,0.0>,<765.0,1541.0,77.0>,<762.32166,1521.5731,92.0>,<760.3206,1503.206,103.0>,<758.346,1480.1521,114.0>,<755.3447,1452.1711,126.0>,<750.68945,1420.8605,137.0>,<747.71063,1387.0404,148.0>,<745.3728,1350.0835,159.0>,<745.0,1310.2498,170.0>,<746.28406,1268.8756,181.0>,<749.63574,1226.6494,192.0>,<754.9021,1188.8555,203.0>,<759.2419,1164.1694,214.0>,<763.24225,1145.031,226.0>,<767.2525,1126.7375,237.0>,<771.8398,1110.0939,248.0>,<778.0,1100.0,256.0>,<778.0,1100.0,261.0>,
awe_0598;P;<735.0,1540.0,0.0>,<733.0,1533.0,63.0>,<727.6406,1508.2031,78.0>,<725.29285,1487.9287,89.0>,<723.30786,1464.6943,100.0>,<722.0,1439.1111,112.0>,<721.6916,1410.626,123.0>,<721.31165,1379.9867,134.0>,<721.6858,1346.3418,145.0>,<724.35425,1311.8118,156.0>,<728.34045,1275.9357,167.0>,<733.34015,1241.279,178.0>,<738.32086,1209.4331,189.0>,<742.9563,1181.5227,201.0>,<748.94604,1156.8645,212.0>,<755.9317,1135.561,223.0>,<761.9592,1116.1223,234.0>,<768.0,1106.0,242.0>,<768.0,1106.0,247.0>,
